28003,8057266294 25291,032781049 -9027,66873425755 26821,4846676253 25008,8367710578 -1944,23365851866
30945,3271071682 28104,6345656142 -2364,24203776295 28206,6059174277 26678,6682925725 2529,08017471839
32618,8918076129 30264,3568414702 -1058,23061544876 29024,0361704342 27841,8552126587 2652,62813458352
36442,3574838862 33471,212635627 3483,44822813723 32399,9794029206 29777,7012032564 10076,8751834797
38525,1285585175 34626,6802730125 7214,7927056744 33390,4263750402 31171,0041236419 10417,2907120103
38525,1285585175 36148,5911757316 9730,14193702707 34798,031400905 32694,9042740179 9106,16999492279
40188,7558739656 37209,5319802641 4097,68668223674 35076,6045393485 33371,2032880293 17127,8203049628
41514,8328353947 38726,3694801694 6601,55824915296 36684,6318863769 34747,8279563565 16126,8219821819
42247,4410112658 39543,3361425507 10571,2914574146 38063,673513813 35540,6254296472 19765,6400301211
42655,4767888358 40627,1690813226 14997,5826458478 38126,3605534415 36245,8327978616 16074,4761059957
43386,4307423209 41681,9835220317 10391,0089599303 39173,7067976489 37000,8090434958 20211,4566796054
43812,4497381493 42608,1385322966 15817,3877616288 40006,2565061283 37879,5489996314 21267,8170132564
45994,939129735 43643,4912182211 15902,1953424985 40662,3110181793 38501,222609131 19253,8461902253
46223,266626544 44195,5859799679 21503,1171911494 42206,1024115858 39160,4978862996 22799,5331992088
46733,9062217909 44930,038768189 21266,0125525362 43030,2922872839 39994,0530481512 21421,5596806005
47744,8596813835 45536,3344868121 20322,1957527356 43580,9573909728 40552,2930877479 24055,6259275295
48511,7054113394 46385,7896883258 22992,7484932713 43580,9573909728 41244,1750056307 18455,0038102349
48511,7054113394 47094,3550952758 23677,6516763666 45041,5955357237 41881,6707803619 25786,0887971329
49027,3490814727 47659,9110080754 24639,7185824909 45041,5955357237 42256,9499532399 26636,6388257058
50021,8309994314 48017,960160353 28669,8302168211 45833,7743189699 42679,1028262196 24488,5115252518
50021,8309994314 48526,2567351953 30186,2271898791 50503,2313373536 48174,6875335685 28709,5071388892
51009,474401312 48983,6060275799 25902,0824888347 50764,2813687835 48594,4801267754 33220,4147550351
51009,474401312 49429,0162403401 35132,0697083036 50796,0490420977 48920,8973701506 34676,4667554413
51483,9093444057 49828,4295293449 24148,4109702184 50796,0490420977 49206,9363700616 30728,741717305
52325,9607000238 50265,4021526976 34234,7304238242 51416,7074161507 49412,29137845 30855,0671355489
52710,8327901903 50636,1441703542 32031,7963706235 51416,7074161507 49585,3350977524 30855,0671355489
53486,9588478545 50809,2070143336 25305,1604235337 51594,3425278823 49914,5751560039 30887,2665991325
53515,7435002205 51054,0108488567 31898,3842952597 52545,8658735681 50130,5666098646 31725,3781196615
53792,7151113511 51294,8670339447 30645,8211667787 52112,5321331183 50319,704584849 33693,7412162799
54093,6804645944 51431,554816007 29625,2092358056 52117,6067417803 50505,2096536896 31461,1132225552
54226,4517125657 51740,1943629678 31680,1711784184 52117,6067417803 50607,9992985241 32544,3100781941
54505,626066315 51911,1374995515 32994,662095376 52618,353464952 50790,3010945327 34847,1225487156
55081,210466902 52184,8824142226 32115,7827214241 52618,353464952 50952,4946572944 35131,0858422502
55082,256049787 52329,4242557148 26843,3815898979 52906,197358505 51059,5162752082 35767,867092197
55370,0648164711 52440,8970100482 23126,1626620009 53426,2016705175 51338,1123887933 37166,2271241042
55370,0648164711 52606,891188515 33729,5840555829 53570,5233190619 51491,1703887896 38261,7941663176
55370,0648164711 52734,4640250764 31399,38464134 53570,5233190619 51695,243162692 33987,2103997021
55657,8381169661 52930,7257025612 32450,421837892 53940,592528471 51846,5557821497 32216,141288759
55657,8381169661 53191,6363135049 31786,4500522063 54438,8618832697 51964,1857081149 34421,1217954463
55808,5190427474 53376,6660468155 38485,8757254575 54509,4801528813 52079,1010485442 36397,3304201768
55808,5190427474 53645,7034185828 34639,691452731 55808,5190427474 53534,249192466 37660,6895520144
