48389,8662653346 47397,3790102435 35808,2653882348 48923,8168128618 47074,5051197423 38006,5208499455
49323,8545518153 48423,6872901348 38097,6749030518 49293,1670395001 47902,5223244306 38566,2418004275
50128,6666464677 49408,265130573 37439,6782524478 49763,4195655065 48785,6073577247 37947,8119097865
51884,4828381168 50618,2799057289 40304,9008163719 50672,83589967 49521,0805979241 40549,3213567981
52948,1455232693 51412,218031851 41600,5480640257 52137,9871913062 50252,4292312243 40993,026337734
53470,127276753 51955,1869407117 40935,9678373205 52358,7701451771 51035,7880463341 42453,4412411536
54183,6340428095 52653,5367235978 42723,6453831458 53106,3109690556 51634,2028978125 42668,5209120271
54183,6340428095 53189,877942221 43884,873353727 53883,0968583741 52293,0645083382 41481,6324988423
54676,6566328589 53563,0613835054 44134,6914634885 54195,4919386244 52755,7188733544 44005,963721983
55190,6621467948 54022,0937802646 44897,5747255577 54682,5751070753 53225,5833080672 43938,9492908228
55978,8950726186 54626,6102838409 46267,1165615541 55149,8489901163 53684,539816739 46473,8496078957
56356,6124871658 55252,0255936821 45686,6820301603 55149,8489901163 53974,8318834818 45219,5989994933
56588,751223061 55628,0434426035 48508,8495778816 55520,5457595223 54274,1425676475 46637,0008458875
56997,5385975303 55980,4364580533 49123,7841324829 55907,5300650112 54770,7517147918 47766,3429226818
57377,0372026893 56357,9564633308 50065,76268016 55979,1793752223 55089,485713399 47532,0264581798
57924,0697374611 56715,2945612952 50275,990480325 56652,5715864912 55451,2789416876 46960,4361388579
58122,7019949639 57004,0209784885 51414,364560651 57088,3460774878 55788,5991599973 47719,7774725103
58342,7338259945 57337,3775803448 51358,2411219254 57177,7582302235 56094,5572625085 48891,605386831
58857,1764635222 57733,4142216358 52004,1883701732 57404,0328679512 56224,0535516916 48870,1299809809
59056,9164975651 58020,0289210402 52100,8720171509 57481,8559026683 56581,7069045734 49323,8061178094
59479,4244951382 58171,1493611857 50036,7949411022 59022,1506713102 58093,7632851534 49728,1255377019
59479,4244951382 58466,951259965 50280,2664547268 59663,3448106038 58279,2553634744 50846,0960187197
59732,5884362309 58647,4176609238 52927,5904542005 59647,3809960141 58711,363331725 50773,184421137
59995,9045071969 58893,3770311366 52774,2040197437 59647,3809960141 58790,4006969643 50798,7815430803
60310,4815752074 59190,7898795493 52797,619852332 59850,4539785698 58974,4176362327 51190,1211521514
60475,518443182 59356,47873338 52329,8168012973 59850,4539785698 59058,3774379605 51151,116994984
60527,3767914747 59502,5427630138 52099,1876095937 60132,2580436164 59252,7138051532 51623,5252939124
60575,8372839611 59666,7831578246 53711,8897937641 60132,2580436164 59355,3224367648 52825,0281552523
60575,8372839611 59821,0734498164 54655,0434246371 60282,8724644139 59479,2636980614 51439,604770577
60630,5926346698 59963,822474305 54239,7920139083 60399,3657189267 59548,7680892278 52315,9985012085
60962,4644742946 60105,0970209103 54722,2840172903 60399,3657189267 59767,062389618 53047,1944478915
60962,4644742946 60251,6442114884 54791,3938407017 60399,3657189267 59846,8793203662 52452,5801641562
61211,4588161623 60437,0969808531 55467,5317519008 60525,4917116739 59940,7606976785 51097,4786511379
61372,7139459309 60554,1176078768 55582,8727369826 60615,8963065393 60021,9218936944 52792,5426368113
61502,2202066648 60639,8356295903 55360,9939582596 60871,0238983455 60112,242218423 52793,9064864693
61571,6575703371 60776,2423996278 55775,6483802251 60871,0238983455 60227,3973799207 53031,3045454557
61691,1555119761 60868,3277735541 54646,8667253404 61110,9258896448 60357,6246912452 54045,5523793493
61934,2829051939 60978,1096668651 55493,4684454779 61110,9258896448 60380,9234807479 53907,7176951005
62150,9158374873 61126,0387020787 52332,4492813521 61290,7865414749 60471,2008734713 53163,6518899846
62169,2600753388 61229,5155556393 55666,4926094761 61290,7865414749 60619,9428851205 52707,7300372076
62248,3618771004 61401,6765538679 54326,1276359808 62150,9158374873 61314,7271431403 53307,2118924387
62505,1299758425 61531,9386295206 55345,1797401402 62150,9158374873 61407,5877554216 53853,2629371713
62606,4094674808 61666,3778554758 55639,0619102575 62362,438712006 61494,394797639 52553,2243091303
62703,4433877917 61759,424518152 55648,5325652205 62362,438712006 61554,3843731787 54649,3201946575
62715,3948739702 61855,9560289799 56556,1639619342 62362,438712006 61652,2888181555 54662,3372918822
62862,9052016117 61951,7166987327 57002,0119855426 62413,9069531154 61694,8974485797 54568,9935613609
62862,9052016117 62026,8897275494 58088,5968649601 62413,9069531154 61806,7404346015 54700,2367961571
62959,6920356523 62078,7301588514 57171,9230854121 62487,8431639761 61830,7681619743 55415,1592769717
