46895,9761626383 45474,4234065253 34451,1372571797 46407,1295904269 44918,0574858772 34711,0204818475
47773,5831034671 46664,3097914399 35647,0141557591 47173,1933258898 45931,6123821798 35836,962023421
49072,291270839 48044,2738918071 36292,6517204155 47774,404844213 46378,7759691634 36882,4349022431
49620,0277982 48975,3007082559 36800,4431613225 48143,1554877128 47102,4558782825 39324,3605744634
50220,9754987152 49501,0157889893 39222,380569235 48711,6218169126 47914,081755379 39480,7309467939
52777,1999061764 50749,0023299777 39594,6103374548 50318,6384861862 48766,5855603002 39661,6711816581
53184,8483748363 51515,4885041925 40847,0082161379 50948,1925228496 49520,200125181 41733,4495535765
53712,3049018463 52124,4437125024 42933,8674489661 51027,0096038508 49897,5835450343 41891,6299838968
54067,2880682363 52634,0467502824 44293,6148541373 51795,4822886245 50397,8882422177 42073,4425486821
55193,4567018996 53440,7928669714 43856,4340976532 51889,8378740305 50820,1581126355 42736,6835928246
55495,4680690712 54115,4234693586 45912,359398277 52699,140278587 51141,8735829266 43621,3538240953
56424,0084672139 54681,8966456759 46236,2207272953 53541,6386740243 51644,7584220512 43165,428599676
56768,6833689659 55274,3318719906 45965,1727997852 53991,0987866563 52006,0102771748 41766,4257641813
56768,6833689659 55644,4895335092 48440,4058884755 54386,8524686016 52249,4185264118 42782,2672214721
57157,1352158752 56057,1032085435 47829,2397393882 54386,8524686016 52732,9067554634 45212,7189236631
57529,5844946372 56491,2489564159 50291,5153658314 55016,3789555643 53054,8306319816 44930,8003761314
57780,9743050228 56762,1672223694 50649,8039530775 55050,8093860827 53480,620181186 44177,317347227
57984,8618275022 57093,7062127508 51302,9658562102 55335,4348883214 53711,4582780765 45968,5740042059
58313,7236050671 57361,1695925482 50151,3590102568 55675,1292754601 53990,1200166631 46866,1940937784
58908,2161140211 57755,337874464 51176,0216539687 55751,5917791466 54317,9414938883 47043,5597191316
59410,3299618709 57826,5697743895 52278,7662972866 59256,4301709303 57855,7027521945 47643,0398511286
59523,0689771052 57989,774022787 52873,7805373537 59481,8909595588 57982,2838376444 50459,6437081462
59614,4325714444 58144,8560543898 52086,5649013739 59521,9460879197 58107,1775733967 50847,5336503336
60124,9777316973 58508,3228335778 51937,3828390813 59671,6521259049 58243,9779077616 51114,8074025545
60874,2455936175 58754,0975574717 53866,9211653076 59671,6521259049 58429,5451907107 50246,8636864726
60874,2455936175 58921,3548117333 53615,7641444984 59849,1214592322 58605,3305609038 50610,4116019123
60874,2455936175 59089,5720489862 53880,5903816954 60156,2754460306 58734,400891193 50955,9501317931
61194,0471568002 59221,2635282678 53819,0956675946 60156,2754460306 58863,4047720177 50519,1382298746
61194,0471568002 59397,4831438839 54290,4646536223 60392,8933467388 58949,8963953694 51740,6816509829
61334,4591884551 59720,7542424603 54369,5506207702 60465,1372008577 59146,2338711571 51779,2930458179
61334,4591884551 59797,2468784193 54050,0463922611 60743,499172988 59311,9111727682 51840,1666277268
61423,5679688928 59943,0457319424 54794,5979758302 60793,1257428216 59459,4999896243 51930,0889416347
61564,0927597867 60086,3545902843 55022,6265393547 60793,1257428216 59516,7691118926 52720,0742818755
61565,0948656782 60183,9421136114 55196,6958200638 61036,8125318729 59603,5645324282 52366,3577577803
61684,158348715 60368,3937999149 52950,895086379 61133,9079054323 59667,3889517372 51259,7411347863
61684,158348715 60456,8221526807 53782,9240020557 61133,9079054323 59729,2285559262 50712,6377071105
62013,8638422356 60659,7626653552 53877,9491718517 61200,0355126965 59851,2312923746 52756,1744808438
62013,8638422356 60769,1402672297 55139,2449082913 61297,1308862559 59944,8259755752 52205,7596523645
62265,8405579207 60883,9023667654 55738,3591757922 61357,8580124792 59979,3485554798 52694,7100746732
62293,594303804 60980,4885089697 56285,7510944624 61360,7358202996 60116,9146300744 51012,9345903188
62275,6347123426 61027,172479552 55630,6506017337 62265,8405579207 61044,4109928046 52788,9781798426
62293,594303804 61098,1734167677 55778,7373602971 62353,2379122119 61132,0170834609 52744,6052711186
62293,594303804 61211,7852242452 54270,1709303167 62455,1938588936 61217,0278593842 53984,4973830944
62303,3884582259 61244,0177743141 54561,7500828452 62455,1938588936 61285,2240375065 52597,9700145474
62303,3884582259 61324,0105812879 56596,9962013839 62539,2328356623 61349,5135641161 53355,1135884357
62303,3884582259 61452,7179882113 56969,2568006866 62539,2328356623 61428,0564178864 53810,7140554416
62303,3884582259 61516,2299243 55997,230128479 62539,2328356623 61462,9308897848 54315,2122059922
62402,7788578208 61625,8808243771 57261,9440330128 62707,3325732468 61505,8336549225 52811,6045518027
62484,9713819905 61685,0347556009 57042,8324036631 62707,3325732468 61576,4282355114 54469,5012164475
62585,4280493241 61764,8671163222 57056,9854829616 62810,0890629551 61635,3043600123 53010,8184309136
62585,4280493241 61790,1962391143 57357,3485808077 62794,8406105561 61727,825963227 54436,596792037
62686,0665891415 61832,5056528046 56961,3003645956 62954,8654608556 61790,0625400185 53755,926338036
62729,3467720758 61873,5378975923 56006,4236816759 62954,8654608556 61884,5964618648 53229,0755064765
62893,2690779455 61931,6577475466 56956,4444665022 62954,8654608556 61920,4145585608 53263,9626623704
62906,4839854613 61987,7992636034 57758,1524944459 63079,8540958932 61980,6283528354 54611,0435053044
63030,4168832958 62061,1502080242 56446,7983387958 63079,8540958932 62006,3892548463 54093,1927842081
63037,5595831954 62102,4116326173 57694,4576231485 63079,8540958932 62023,9473565211 53552,1670460907
63114,9001366 62173,4926956605 57194,923673724 63129,6781280346 62076,7056675726 54304,0135307828
63197,1545821681 62215,256068986 57541,9149802754 63200,6973801141 62136,7806690775 53718,0270536264
63197,1545821681 62240,8448267679 57650,3138891669 63268,5891644041 62189,2276955844 54882,2946499082
63342,5029841575 62436,3842337196 58072,5306971926 63205,5923475334 62361,2075346862 55172,0596614324
63423,2061087363 62484,8798996196 57907,3155322889 63294,0426277386 62398,377284221 55812,1621652811
63493,9159839586 62531,5627348896 57466,8109118108 63312,1098596571 62426,290804569 55263,7895956991
63584,9596433534 62596,5994222619 58226,8987695863 63397,0853327563 62459,6649393281 55307,7204495666
63584,9596433534 62643,1515606356 58154,1462118265 63430,6168364938 62501,8783016209 55856,3603028229
63601,8013730895 62667,4484674984 58096,8695617514 63430,6168364938 62508,4391353215 54438,0813100429
63692,1874257355 62700,0152945491 57941,6098422912 63430,6168364938 62564,1627748187 55491,5070116219
63829,6462409079 62749,0675288687 58167,9277699049 63430,6168364938 62609,5410386876 55307,7204495666
63829,6462409079 62794,4777593347 58621,5273499404 63575,4081999873 62663,1041522748 55502,4684441358
63829,6462409079 62799,3752086234 57527,023058949 63617,0478563829 62683,0950446247 54781,5289533064
63878,3063547511 62864,1146448754 57610,781029872 63652,3160158958 62774,4495234088 55462,0819339312
64004,3109801857 62908,1783545469 58332,7523076749 63978,5490406418 62834,9807774912 55605,759624206
64004,3109801857 62930,0690154411 58411,5130186735 63978,5490406418 62880,1366285385 55503,5463516355
64004,3109801857 62978,167762009 58989,8147497509 64016,4676042974 62897,2915072372 55535,6513220154
64004,3109801857 63022,7373261504 58990,7138169604 64016,4676042974 62938,3582701783 55114,1235480596
64102,2665581395 63043,1629466994 57756,8203431607 64016,4676042974 62985,6477276545 55788,2645874939
64102,2665581395 63059,372021184 58324,9199074125 64028,0964132214 62989,7834064557 54977,2484980313
64102,2665581395 63067,9511503738 56321,5739528081 64016,4676042974 63016,7663040096 55239,23288603
64146,4880568974 63088,1275387288 58877,8371132898 64016,4676042974 63056,6733380974 55384,7812615436
64146,4880568974 63110,1579311544 58181,1906871929 64016,4676042974 63060,4128955061 55046,3662336023
64147,941303553 63234,6085034634 58003,6389298048 64178,9312665354 63245,4537036312 54582,1359464799
64209,4782784838 63264,0791050925 58473,0316970241 64178,9312665354 63262,2886101289 55557,8607417005
64255,9970705075 63294,6209929975 56983,131740044 64178,9312665354 63262,2886101289 56108,6262435284
64255,9970705075 63319,4861897578 58936,9017140492 64250,3663352929 63283,8065942718 55702,056044052
64255,9970705075 63352,7739980468 58487,4254094004 64250,3663352929 63311,1977954493 54626,4665214835
64255,9970705075 63364,0103952975 59128,9589354774 64250,3663352929 63315,2893415215 56439,3580922268
64255,9970705075 63404,1351269854 59630,4520563014 64250,3663352929 63333,9808455072 56399,8962368876
64395,6543781571 63447,6660099419 59226,6451214482 64282,8095449308 63359,727552965 55851,4724894778
64395,6543781571 63455,1228777444 59037,2798574972 64282,8095449308 63383,9194277047 56301,0686546168
64402,2836220359 63481,3776304212 58889,9316207914 64282,8095449308 63383,4742213445 55913,1662100172
64508,6126965021 63510,91996266 58729,7348654952 64293,0908525163 63395,813319922 56308,9907268261
64515,2419403809 63538,8117781286 59530,7030246758 64293,0908525163 63407,6751080725 56286,2087748673
64515,2419403809 63560,7623532568 59645,2587033202 64293,0908525163 63418,0436221489 56716,6461756325
64515,2419403809 63622,519389523 59561,6025859843 64293,0908525163 63438,5889368716 55943,8564219459
64533,4971510078 63637,9625490183 59462,8808024693 64301,9349806097 63469,2534484884 56295,6766966656
64533,4971510078 63657,0725637889 58932,1621781723 64311,3460631432 63471,5420228466 56295,6766966656
64533,4971510078 63659,7027355497 59851,7038636318 64311,3460631432 63477,573826644 56704,5290977271
64533,4971510078 63661,3882495365 59438,7029731475 64311,9374453874 63480,8751053184 56531,2579881508
64533,4971510078 63670,5715546665 59256,4354093337 64311,9374453874 63486,160640738 56448,554379804
64533,4971510078 63683,0123365068 57823,4467611975 64408,4041312909 63514,7261027653 56550,9434869128
64533,4971510078 63712,0034989419 59461,5727718838 64559,3423240296 63728,8547711963 55604,1099216691
64533,4971510078 63730,5592568499 59521,3385593413 64559,3423240296 63736,3448469289 56550,9434869128
64533,4971510078 63734,2687417087 59557,7806450164 64559,3423240296 63765,9394970838 56550,9434869128
64533,4971510078 63743,8141715424 58628,5341083749 64559,3423240296 63778,6525812782 57099,5785528648
64533,4971510078 63765,2595486735 59047,1298632057 64559,3423240296 63799,4110853064 56866,1464774953
64533,4971510078 63766,9823310358 59493,1288881613 64559,3423240296 63811,3271346357 56829,2653316608
64533,4971510078 63768,8807801439 58032,7738239419 64559,3423240296 63831,0628458967 56916,8970649085
64533,4971510078 63769,0706867534 59120,6850421774 64559,3423240296 63837,7288354465 57061,7576490911
64533,4971510078 63782,142354766 60113,676758253 64559,3423240296 63850,2971698378 56918,5752000437
64533,4971510078 63806,6004434553 58939,7432920665 64559,3423240296 63850,2971698378 56829,2653316608
64533,4971510078 63806,6004434553 59381,7169181041 64559,3423240296 63874,233801277 56202,045990671
64533,4971510078 63810,0864948521 59486,3707488663 64559,3423240296 63887,1120848568 56485,0577917351
64533,4971510078 63815,7706210768 57972,6987464225 64559,3423240296 63891,8473281847 57059,7458753303
64533,4971510078 63815,7706210768 60117,5825248543 64566,274428453 63897,7997796321 57297,7121403375
64568,6494629531 63824,4399301821 59486,3707488663 64566,274428453 63899,5643456692 57239,0600033005
64568,6494629531 63824,4399301821 58613,2986780561 64566,274428453 63908,8729676494 57140,7315800587
